org.springframework,spring-core,5.3.1,"[['CVE-2021-22060', '4.3', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",6.475,25.9
org.springframework,spring-beans,5.3.0,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.3.0,"[['CVE-2021-22060', '4.3', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",6.475,25.9
org.springframework,spring-core,5.2.20.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM']]",5.3,5.3
org.springframework,spring-beans,5.2.19.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.2.19.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.2.18.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.2.18.RELEASE,"[['CVE-2021-22060', '4.3', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",6.475,25.9
org.springframework,spring-beans,5.2.17.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.2.17.RELEASE,"[['CVE-2021-22060', '4.3', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",6.475,25.9
org.springframework,spring-beans,5.2.16.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.2.16.RELEASE,"[['CVE-2021-22060', '4.3', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",6.475,25.9
org.springframework,spring-beans,5.2.15.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.2.15.RELEASE,"[['CVE-2021-22060', '4.3', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",6.475,25.9
org.springframework,spring-beans,5.2.14.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.2.14.RELEASE,"[['CVE-2021-22060', '4.3', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",6.475,25.9
org.springframework,spring-beans,5.2.13.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.2.13.RELEASE,"[['CVE-2021-22060', '4.3', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",6.475,25.9
org.springframework,spring-beans,5.2.12.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.2.12.RELEASE,"[['CVE-2021-22060', '4.3', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",6.475,25.9
org.springframework,spring-beans,5.2.11.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.2.11.RELEASE,"[['CVE-2021-22060', '4.3', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",6.475,25.9
org.springframework,spring-beans,5.2.10.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.2.10.RELEASE,"[['CVE-2021-22060', '4.3', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",6.475,25.9
org.springframework,spring-beans,5.2.9.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.2.9.RELEASE,"[['CVE-2021-22060', '4.3', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",6.475,25.9
org.springframework,spring-beans,5.2.8.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.2.8.RELEASE,"[['CVE-2021-22060', '4.3', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",6.475,25.9
org.springframework,spring-beans,5.2.7.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.2.7.RELEASE,"[['CVE-2021-22060', '4.3', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",6.475,25.9
org.springframework,spring-beans,5.2.6.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.2.6.RELEASE,"[['CVE-2021-22060', '4.3', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",6.475,25.9
org.springframework,spring-beans,5.2.5.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.2.5.RELEASE,"[['CVE-2021-22060', '4.3', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",6.475,25.9
org.springframework,spring-beans,5.2.4.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.2.4.RELEASE,"[['CVE-2021-22060', '4.3', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",6.475,25.9
org.springframework,spring-beans,5.2.3.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.2.3.RELEASE,"[['CVE-2021-22060', '4.3', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",6.475,25.9
org.springframework,spring-beans,5.2.2.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.2.2.RELEASE,"[['CVE-2021-22060', '4.3', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",6.475,25.9
org.springframework,spring-beans,5.2.1.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.2.1.RELEASE,"[['CVE-2021-22060', '4.3', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",6.475,25.9
org.springframework,spring-beans,5.2.0.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.2.0.RELEASE,"[['CVE-2021-22060', '4.3', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",6.475,25.9
org.codehaus.groovy,groovy,2.5.9,"[['CVE-2020-17521', '5.5', 'MEDIUM']]",5.5,5.5
org.springframework,spring-beans,5.1.20.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.1.20.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.1.19.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.1.19.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.1.18.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.1.18.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.1.17.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.1.17.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.1.16.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.1.16.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.1.15.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.1.15.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.1.14.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.1.14.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.codehaus.groovy,groovy,2.5.8,"[['CVE-2020-17521', '5.5', 'MEDIUM']]",5.5,5.5
org.springframework,spring-beans,5.1.13.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.1.13.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.1.12.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.1.12.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.1.11.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.1.11.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.1.10.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.1.10.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.codehaus.groovy,groovy,2.5.7,"[['CVE-2020-17521', '5.5', 'MEDIUM']]",5.5,5.5
org.springframework,spring-beans,5.1.9.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.1.9.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.1.8.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.1.8.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.codehaus.groovy,groovy,2.5.6,"[['CVE-2020-17521', '5.5', 'MEDIUM']]",5.5,5.5
org.springframework,spring-beans,5.1.7.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.1.7.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.1.6.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.1.6.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.1.5.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.1.5.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.codehaus.groovy,groovy,2.5.5,"[['CVE-2020-17521', '5.5', 'MEDIUM']]",5.5,5.5
org.springframework,spring-beans,5.1.4.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.1.4.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.codehaus.groovy,groovy,2.5.4,"[['CVE-2020-17521', '5.5', 'MEDIUM']]",5.5,5.5
org.springframework,spring-beans,5.1.3.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.1.3.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.codehaus.groovy,groovy,2.5.3,"[['CVE-2020-17521', '5.5', 'MEDIUM']]",5.5,5.5
org.springframework,spring-beans,5.1.2.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.1.2.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.1.1.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.1.1.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.codehaus.groovy,groovy,2.5.2,"[['CVE-2020-17521', '5.5', 'MEDIUM']]",5.5,5.5
org.springframework,spring-beans,5.1.0.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.1.0.RELEASE,"[['CVE-2018-15756', '7.5', 'HIGH'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.275,29.1
org.springframework,spring-beans,5.0.20.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.0.20.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.0.19.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.0.19.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.0.18.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.0.18.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.0.17.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.0.17.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.0.16.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.0.16.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.0.15.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.0.15.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.0.14.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.0.14.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.0.13.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.0.13.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.0.12.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.0.12.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.0.11.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.0.11.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.0.10.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.0.10.RELEASE,"[['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.2,21.6
org.springframework,spring-beans,5.0.9.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.0.9.RELEASE,"[['CVE-2018-15756', '7.5', 'HIGH'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.275,29.1
org.springframework,spring-beans,5.0.8.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.0.8.RELEASE,"[['CVE-2018-15756', '7.5', 'HIGH'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.275,29.1
org.springframework,spring-beans,5.0.7.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.0.7.RELEASE,"[['CVE-2018-15756', '7.5', 'HIGH'], ['CVE-2022-22968', '5.3', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2022-22950', '6.5', 'MEDIUM']]",7.275,29.1
org.springframework,spring-beans,5.0.6.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.0.6.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2018-15756', '7.5', 'HIGH'], ['CVE-2018-11040', '7.5', 'HIGH'], ['CVE-2022-22950', '6.5', 'MEDIUM'], ['CVE-2018-11039', '5.9', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM']]",7.083333333333333,42.5
org.springframework,spring-beans,5.0.5.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.0.5.RELEASE,"[['CVE-2018-1257', '6.5', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2018-1258', '8.8', 'HIGH'], ['CVE-2018-15756', '7.5', 'HIGH'], ['CVE-2018-11040', '7.5', 'HIGH'], ['CVE-2022-22950', '6.5', 'MEDIUM'], ['CVE-2018-11039', '5.9', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM']]",7.225,57.8
org.springframework,spring-beans,5.0.4.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.0.4.RELEASE,"[['CVE-2018-1257', '6.5', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2018-1271', '5.9', 'MEDIUM'], ['CVE-2018-1258', '8.8', 'HIGH'], ['CVE-2018-15756', '7.5', 'HIGH'], ['CVE-2018-1275', '9.8', 'CRITICAL'], ['CVE-2018-1272', '7.5', 'HIGH'], ['CVE-2018-11040', '7.5', 'HIGH'], ['CVE-2022-22950', '6.5', 'MEDIUM'], ['CVE-2018-1270', '9.8', 'CRITICAL'], ['CVE-2018-11039', '5.9', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM']]",7.566666666666666,90.8
org.springframework,spring-beans,5.0.3.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.0.3.RELEASE,"[['CVE-2018-1257', '6.5', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2018-1271', '5.9', 'MEDIUM'], ['CVE-2018-1258', '8.8', 'HIGH'], ['CVE-2018-15756', '7.5', 'HIGH'], ['CVE-2018-1275', '9.8', 'CRITICAL'], ['CVE-2018-1272', '7.5', 'HIGH'], ['CVE-2018-11040', '7.5', 'HIGH'], ['CVE-2022-22950', '6.5', 'MEDIUM'], ['CVE-2018-1270', '9.8', 'CRITICAL'], ['CVE-2018-11039', '5.9', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM']]",7.566666666666666,90.8
org.springframework,spring-beans,5.0.2.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.0.2.RELEASE,"[['CVE-2018-1257', '6.5', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2018-1199', '5.3', 'MEDIUM'], ['CVE-2018-1271', '5.9', 'MEDIUM'], ['CVE-2018-1258', '8.8', 'HIGH'], ['CVE-2018-15756', '7.5', 'HIGH'], ['CVE-2018-1275', '9.8', 'CRITICAL'], ['CVE-2018-1272', '7.5', 'HIGH'], ['CVE-2018-11040', '7.5', 'HIGH'], ['CVE-2022-22950', '6.5', 'MEDIUM'], ['CVE-2018-1270', '9.8', 'CRITICAL'], ['CVE-2018-11039', '5.9', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM']]",7.392307692307692,96.1
org.springframework,spring-beans,5.0.1.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.0.1.RELEASE,"[['CVE-2018-1257', '6.5', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2018-1199', '5.3', 'MEDIUM'], ['CVE-2018-1271', '5.9', 'MEDIUM'], ['CVE-2018-1258', '8.8', 'HIGH'], ['CVE-2018-15756', '7.5', 'HIGH'], ['CVE-2018-1275', '9.8', 'CRITICAL'], ['CVE-2018-1272', '7.5', 'HIGH'], ['CVE-2018-11040', '7.5', 'HIGH'], ['CVE-2022-22950', '6.5', 'MEDIUM'], ['CVE-2018-1270', '9.8', 'CRITICAL'], ['CVE-2018-11039', '5.9', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM']]",7.392307692307692,96.1
org.hibernate,hibernate-validator,5.4.1.Final,"[['CVE-2017-7536', '7.0', 'HIGH']]",7.0,7.0
org.springframework,spring-beans,5.0.0.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-core,5.0.0.RELEASE,"[['CVE-2018-1257', '6.5', 'MEDIUM'], ['CVE-2022-22965', '9.8', 'CRITICAL'], ['CVE-2018-1199', '5.3', 'MEDIUM'], ['CVE-2018-1271', '5.9', 'MEDIUM'], ['CVE-2018-1258', '8.8', 'HIGH'], ['CVE-2018-15756', '7.5', 'HIGH'], ['CVE-2018-1275', '9.8', 'CRITICAL'], ['CVE-2018-1272', '7.5', 'HIGH'], ['CVE-2018-11040', '7.5', 'HIGH'], ['CVE-2022-22950', '6.5', 'MEDIUM'], ['CVE-2018-1270', '9.8', 'CRITICAL'], ['CVE-2018-11039', '5.9', 'MEDIUM'], ['CVE-2022-22968', '5.3', 'MEDIUM']]",7.392307692307692,96.1
org.springframework,spring-beans,4.3.30.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
